ticker,signal_date,entry_date,exit_date_4,selector,common_nonoverlap,outside_prior_six,reference_month,era,session_index,signal_wing,signal_wing_rank,signal_state,signal_age,selection_reason,known_split_through_exit,signal_source_path,signal_ticker,signal_tradeDate,signal_expirDate,signal_dte,signal_strike,signal_stockPrice,signal_callVolume,signal_callOpenInterest,signal_callBidSize,signal_callAskSize,signal_putVolume,signal_putOpenInterest,signal_putBidSize,signal_putAskSize,signal_callBidPrice,signal_callValue,signal_callAskPrice,signal_putBidPrice,signal_putValue,signal_putAskPrice,signal_callBidIv,signal_callMidIv,signal_callAskIv,signal_smvVol,signal_putBidIv,signal_putMidIv,signal_putAskIv,signal_residualRate,signal_delta,signal_gamma,signal_theta,signal_vega,signal_rho,signal_phi,signal_driftlessTheta,signal_extSmvVol,signal_extCallValue,signal_extPutValue,signal_spotPrice,signal_quoteDate,signal_updatedAt,signal_expiryTod,signal_spot_atm_iv,signal_atm_status,signal_provably_outside_envelope,signal_kink_mid_points,signal_kink_bid_vs_mid_points,signal_kink_bid_vs_ask_points,signal_kink_status,signal_candidate_valid,signal_candidate_reasons,signal_wing_points,signal_round_trip_cost,signal_scenario_gross_uncapped,signal_uncapped_recovery_exceeds_ask,signal_scenario_gross,signal_scenario_iv_decline_points,signal_scenario_iv_decline_fraction_of_bid_iv,signal_scenario_net,signal_rally_loss_1pct,signal_economic_ratio,signal_required_iv_decline,signal_required_wing_fraction,signal_otm_pct,signal_displayed_spread,signal_signal_date,signal_ten_day_distance,signal_delta_distance,entry_source_path,entry_ticker,entry_tradeDate,entry_expirDate,entry_dte,entry_strike,entry_stockPrice,entry_callVolume,entry_callOpenInterest,entry_callBidSize,entry_callAskSize,entry_putVolume,entry_putOpenInterest,entry_putBidSize,entry_putAskSize,entry_callBidPrice,entry_callValue,entry_callAskPrice,entry_putBidPrice,entry_putValue,entry_putAskPrice,entry_callBidIv,entry_callMidIv,entry_callAskIv,entry_smvVol,entry_putBidIv,entry_putMidIv,entry_putAskIv,entry_residualRate,entry_delta,entry_gamma,entry_theta,entry_vega,entry_rho,entry_phi,entry_driftlessTheta,entry_extSmvVol,entry_extCallValue,entry_extPutValue,entry_spotPrice,entry_quoteDate,entry_updatedAt,entry_expiryTod,entry_spot_atm_iv,entry_atm_status,entry_provably_outside_envelope,entry_kink_mid_points,entry_kink_bid_vs_mid_points,entry_kink_bid_vs_ask_points,entry_kink_status,entry_candidate_valid,entry_candidate_reasons,entry_wing_points,entry_round_trip_cost,entry_scenario_gross_uncapped,entry_uncapped_recovery_exceeds_ask,entry_scenario_gross,entry_scenario_iv_decline_points,entry_scenario_iv_decline_fraction_of_bid_iv,entry_scenario_net,entry_rally_loss_1pct,entry_economic_ratio,entry_required_iv_decline,entry_required_wing_fraction,entry_otm_pct,entry_displayed_spread,entry_status,entry_reason
ABT,2024-02-06,2024-02-07,2024-02-13,mechanical,True,True,2024-02,2024-2025,274,0.10719999999999896,40.476190476190474,nonpositive_recent,0.0,selected,False,/Users/dgrissen/Dev/central_trade_data/orats/squeeze_strikes/chains_funnel_entry/2024-02-06__0.parquet,ABT,2024-02-06,2024-02-16,10.0,118.0,113.87,10.0,617.0,307.0,421.0,0.0,0.0,1.0,1.0,0.13,0.144140727698142,0.16,4.0,4.140281195125306,4.3,0.15406518507195113,0.15842622905930295,0.16278727304665477,0.157,0.0,0.2056805015789573,0.2056805015789573,-0.02268177224062513,0.09212913110110967,0.05800553230378932,-0.025826292222396147,0.030238230362614308,0.0028435540027407584,-0.002876968334258878,-0.023622355348855466,0.1709558172273034,0.18999330793275163,4.180314766584479,113.87,2024-02-06T20:46:00Z,2024-02-06T20:46:00Z,pm,0.16566704332726082,interpolated_spot,False,-0.02652372678539905,-0.4626281255205811,-1.1219326214429226,supported,True,valid,-1.1601858255309683,6.3,0.0,False,0.0,0.0,0.0,-6.3,14.251352129163648,-0.442063317424304,2.083455256624125,,3.626943005181338,0.03,2024-02-06,0.0,0.00787086889889034,/Users/dgrissen/Dev/central_trade_data/orats/squeeze_strikes/chains_funnel_entry/2024-02-07__0.parquet,ABT,2024-02-07,2024-02-16,9.0,118.0,113.32,17.0,621.0,668.0,223.0,0.0,0.0,53.0,80.0,0.04,0.06015184981502855,0.07,4.05,4.680000000000057,5.2,0.14043253455772864,0.14865840761119112,0.1568842806646536,0.151,0.0,0.30897810095826483,0.30897810095826483,-0.013656767503445357,0.04557694425519287,0.036962102186611445,-0.014751346505993834,0.01788391527202986,0.0012628926608537466,-0.0012748815330504426,-0.013791788074185168,0.169831323102179,0.09991128205937318,4.6920383890422634,113.32,2024-02-07T20:46:00Z,2024-02-07T20:46:00Z,pm,0.15701995300548705,interpolated_spot,False,-0.5174545751105042,-1.3400418804567522,-2.8275684589482983,supported,True,valid,-1.6587418447758406,6.300000000000001,0.0,False,0.0,0.0,0.0,-6.300000000000001,7.538009157849662,-0.8357644396650185,3.5227185457834804,,4.1298976350159,0.030000000000000006,admitted,valid_fixed_contract
ABT,2024-02-06,2024-02-07,2024-02-13,economic,True,True,2024-02,2024-2025,274,0.10719999999999896,40.476190476190474,nonpositive_recent,0.0,no_positive_net_scenario,False,/Users/dgrissen/Dev/central_trade_data/orats/squeeze_strikes/chains_funnel_entry/2024-02-06__0.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_entry,no_positive_net_scenario
ABT,2024-07-22,2024-07-23,2024-07-29,mechanical,True,True,2024-07,2024-2025,388,6.620099999999998,98.41269841269842,continued_accelerating,3.0,selected,False,/Users/dgrissen/Dev/central_trade_data/orats/strikes/ABT/2024-07-22.json,ABT,2024-07-22,2024-08-02,11.0,110.0,103.35,117.0,365.0,269.0,1.0,0.0,0.0,62.0,45.0,0.2,0.21610098578227155,0.3,6.25,6.774724195874123,7.0,0.25926726414804424,0.2743122665292409,0.2893572689104375,0.264,0.0,0.342059205389139,0.342059205389139,-0.013479262116558128,0.11037638875303682,0.037773888039524646,-0.04507831526898994,0.03584662524060737,0.0033616699413458895,-0.003440883147853846,-0.04299350024421831,0.21398757183801959,0.08638087451581322,6.653912953107778,103.35,2024-07-22T19:46:00Z,2024-07-22T19:46:00Z,pm,0.24855235545779172,interpolated_spot,False,1.983433937750445,0.47893369963077914,-4.4369105766340455,supported,True,valid,1.0714908690252516,13.299999999999997,0.9602332907670227,False,0.9602332907670227,0.2678727172563129,0.010331914371702354,-12.339766709232974,13.424756291827611,-0.9191799419662366,3.710251637561028,3.462700191683658,6.434446057087562,0.09999999999999998,2024-07-22,1.0,0.010376388753036814,/Users/dgrissen/Dev/central_trade_data/orats/strikes/ABT/2024-07-23.json,ABT,2024-07-23,2024-08-02,10.0,110.0,103.95,7.0,279.0,47.0,21.0,2.0,0.0,22.0,19.0,0.26,0.29469150579354875,0.33,6.15,6.2345240322504,6.4,0.27209573726724967,0.28196185204437985,0.29182796682151,0.283,0.2571616788274144,0.2940022162097591,0.3308427535921037,-0.006909002982886339,0.1276244213000715,0.04254411097794653,-0.053754101145046765,0.03817532967311141,0.0035536610274808657,-0.003638203878164603,-0.05155975208948458,0.214474642992581,0.09941749135432526,6.066636313969494,103.95,2024-07-23T19:46:00Z,2024-07-23T19:46:00Z,pm,0.2564480928578722,interpolated_spot,False,-0.0003692641164287913,-0.9869807418294463,-1.9111938122050365,supported,True,valid,1.5647644409377492,10.3,1.493384959839011,False,1.493384959839011,0.3911911102344373,0.014376965775476789,-8.80661504016099,15.565132353860319,-0.5657912081921267,2.698077551182158,1.7242707468257807,5.820105820105814,0.07,admitted,valid_fixed_contract
ABT,2024-07-22,2024-07-23,2024-07-29,economic,True,True,2024-07,2024-2025,388,6.620099999999998,98.41269841269842,continued_accelerating,3.0,no_positive_net_scenario,False,/Users/dgrissen/Dev/central_trade_data/orats/strikes/ABT/2024-07-22.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_entry,no_positive_net_scenario
ABT,2024-07-23,2024-07-24,2024-07-30,mechanical,False,True,2024-07,2024-2025,389,6.592700000000002,98.01587301587301,positive_slowing,4.0,selected,False,/Users/dgrissen/Dev/central_trade_data/orats/strikes/ABT/2024-07-23.json,ABT,2024-07-23,2024-08-02,10.0,111.0,103.95,9.0,264.0,28.0,12.0,0.0,0.0,67.0,30.0,0.19,0.22199374775557837,0.25,6.9,7.167439146539559,7.3,0.27988811166223854,0.29008060442005223,0.300273097177866,0.292,0.0,0.33802536238745484,0.33802536238745484,-0.006909002982886339,0.09835886221389441,0.03431682875179512,-0.04562118866164733,0.030007881955889472,0.0027404638790276166,-0.0028039271915414332,-0.043928980463329256,0.2154234078370826,0.055167479469010475,7.049999999999989,103.95,2024-07-23T19:46:00Z,2024-07-23T19:46:00Z,pm,0.2564480928578722,interpolated_spot,False,-0.09885049605866669,-1.1180997718400365,-2.2308802587910295,supported,True,valid,2.344001880436636,9.3,1.758463293313138,False,1.758463293313138,0.586000470109159,0.020936954650518657,-7.541536706686863,12.078473779896672,-0.6243782819017204,3.099185745155447,1.3221771582274229,6.782106782106778,0.06,2024-07-23,0.0,0.0016411377861055981,/Users/dgrissen/Dev/central_trade_data/orats/strikes/ABT/2024-07-24.json,ABT,2024-07-24,2024-08-02,9.0,111.0,106.8,1637.0,270.0,167.0,2.0,0.0,0.0,132.0,39.0,0.76,0.9674840422569845,1.11,4.1,4.977318164784201,5.2,0.32464194132715035,0.3566161688566173,0.3885903963860842,0.355,0.0,0.39493064658477006,0.39493064658477006,-0.008006913626734788,0.26184311867992305,0.05491920915494018,-0.11268577278415859,0.05639901222069451,0.00667584629187869,-0.006902885242299206,-0.10802462035669798,0.23719668761107524,0.34210715237408273,4.419516438889808,106.8,2024-07-24T19:46:00Z,2024-07-24T19:46:00Z,pm,0.3749510164541635,interpolated_spot,False,-1.023438451319797,-4.220861204266491,-8.148232391287818,supported,True,valid,-5.030907512701316,38.300000000000004,0.0,False,0.0,0.0,0.0,-38.300000000000004,31.096953476173006,-1.231631903406425,6.790899076410876,,3.93258426966292,0.3500000000000001,admitted,valid_fixed_contract
ABT,2024-07-23,2024-07-24,2024-07-30,economic,False,True,2024-07,2024-2025,389,6.592700000000002,98.01587301587301,positive_slowing,4.0,no_positive_net_scenario,False,/Users/dgrissen/Dev/central_trade_data/orats/strikes/ABT/2024-07-23.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_entry,no_positive_net_scenario
ABT,2024-07-24,2024-07-25,2024-07-31,mechanical,False,True,2024-07,2024-2025,390,0.7674999999999987,41.26984126984127,nonpositive_recent,0.0,selected,False,/Users/dgrissen/Dev/central_trade_data/orats/strikes/ABT/2024-07-24.json,ABT,2024-07-24,2024-08-02,9.0,115.0,106.8,112.0,139.0,55.0,82.0,0.0,1.0,71.0,91.0,0.34,0.3766528515331404,0.48,7.8,8.35900907571932,9.75,0.37374222502310595,0.3936769439729793,0.4136116629228527,0.375,0.0,0.6704150266739667,0.6704150266739667,-0.008006913626734788,0.09911793448315707,0.02962704533419273,-0.058955716411660024,0.02910876052325547,0.002546040174808461,-0.0026130136621116407,-0.057178041968247835,0.23838428846668885,0.041396254472609785,8.199999999999953,106.8,2024-07-24T19:46:00Z,2024-07-24T19:46:00Z,pm,0.3749510164541635,interpolated_spot,False,3.1814598800941063,1.1879879851067698,-6.617879039374975,supported,True,valid,-0.12087914310575654,17.299999999999997,0.0,False,0.0,0.0,0.0,-17.299999999999997,12.275461350664589,-1.409315666906758,5.943227979830588,,7.677902621722854,0.13999999999999996,2024-07-24,1.0,0.0008820655168429309,/Users/dgrissen/Dev/central_trade_data/orats/strikes/ABT/2024-07-25.json,ABT,2024-07-25,2024-08-02,8.0,115.0,106.2,24.0,136.0,56.0,61.0,0.0,1.0,14.0,7.0,0.22,0.22478673270166952,0.26,8.8,8.890443002424307,9.05,0.37363372741035417,0.38156746995677926,0.38950121250320435,0.374,0.28425892742647074,0.35832247241452164,0.4323860174025726,-0.024460061939633144,0.07910973255569773,0.02562146815252581,-0.054958396692562715,0.02403485144823543,0.0017991289277517774,-0.001843651676602942,-0.05317357954072797,0.24408855548189082,0.021603456604903135,8.799999999999969,106.2,2024-07-25T19:46:00Z,2024-07-25T19:46:00Z,pm,0.3524680587280952,interpolated_spot,False,1.1391366200129927,0.3457623653704833,-1.7066822719502217,supported,True,valid,2.1165668682258945,7.300000000000001,1.2717842564516568,False,1.2717842564516568,0.5291417170564736,0.014162043687114151,-6.028215743548344,9.846304553765965,-0.6122312904939248,3.037256134377292,1.4349918162156243,8.286252354048962,0.04000000000000001,admitted,valid_fixed_contract
ABT,2024-07-24,2024-07-25,2024-07-31,economic,False,True,2024-07,2024-2025,390,0.7674999999999987,41.26984126984127,nonpositive_recent,0.0,no_positive_net_scenario,False,/Users/dgrissen/Dev/central_trade_data/orats/strikes/ABT/2024-07-24.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_entry,no_positive_net_scenario
ABT,2024-07-25,2024-07-26,2024-08-01,mechanical,False,True,2024-07,2024-2025,391,3.4152000000000013,88.0952380952381,nonpositive_recent,1.0,selected,False,/Users/dgrissen/Dev/central_trade_data/orats/strikes/ABT/2024-07-25.json,ABT,2024-07-25,2024-08-02,8.0,114.0,106.2,3.0,34.0,97.0,31.0,0.0,0.0,27.0,16.0,0.28,0.3099582683285519,0.33,7.85,7.957226781868614,8.15,0.3641494868054797,0.37253363832660236,0.380917789847725,0.374,0.3130220283422602,0.3711007871689499,0.4291795459956397,-0.024460061939633144,0.10462639568012398,0.03168993094621851,-0.06750454029102007,0.027371398435350806,0.0023764997826810743,-0.002438317370789811,-0.06514694517483173,0.24287713371308028,0.04080321880776415,7.800000000000019,106.2,2024-07-25T19:46:00Z,2024-07-25T19:46:00Z,pm,0.3524680587280952,interpolated_spot,False,-0.23752308631913577,-1.075938238431401,-1.8324419456882346,supported,True,valid,1.1681428077384481,8.299999999999999,0.7993425554999614,False,0.7993425554999614,0.29203570193461204,0.008019665343936371,-7.500657444500037,12.898388145134513,-0.5815189743169118,3.0323624200655943,2.5958833115073654,7.34463276836157,0.04999999999999999,2024-07-25,2.0,0.004626395680123976,/Users/dgrissen/Dev/central_trade_data/orats/strikes/ABT/2024-07-26.json,ABT,2024-07-26,2024-08-02,7.0,114.0,104.97,4.0,37.0,51.0,46.0,0.0,0.0,13.0,53.0,0.23,0.3048914991151903,0.45,8.95,9.198282469711227,9.85,0.4193375632147719,0.4606388861448439,0.5019402090749159,0.448,0.0,0.6316828606926733,0.6316828606926733,0.00563618825346533,0.08601663273285892,0.02556864577516374,-0.07034874228580593,0.021734119224337035,0.0016881847954473403,-0.001734024062541743,-0.06915849794109225,0.24156647640250836,0.008568369688254985,9.029999999999973,104.97,2024-07-26T19:46:00Z,2024-07-26T19:46:00Z,pm,0.4043797158780356,interpolated_spot,False,1.6007389617195,-2.5293933312876993,-4.955961706685214,supported,True,valid,1.4957847336736274,25.3,0.8127390933901459,False,0.8127390933901459,0.37394618341840685,0.008917545581932116,-24.487260906609855,10.437832239041093,-2.346010200759795,11.640683360046184,7.782325289185711,8.60245784509861,0.22,admitted,valid_fixed_contract
ABT,2024-07-25,2024-07-26,2024-08-01,economic,False,True,2024-07,2024-2025,391,3.4152000000000013,88.0952380952381,nonpositive_recent,1.0,no_positive_net_scenario,False,/Users/dgrissen/Dev/central_trade_data/orats/strikes/ABT/2024-07-25.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_entry,no_positive_net_scenario
