ts,mode,tier,session_date,config_hash,schema_v,event_type,rule_id,branch,side,s0,expiry,leg_strikes,strike_quote_ts,run,rate,dC,dP,share,r15,pull30,bounce30,context,health,outcome_type,outcome_minutes,exit_ref,cap_source,resolution_debit,adverse,trade_id,entry_min,signal_min,entry_option_mid,resting_limit_ref,target,bh_level,entry_L,cap_value,episode,k1,k2,leg1_fill,limit_price,limit_status,limit_cancel_reason,first_eligible_min,leg2_fill,credit,quote_age,quote_gap_streak,last_valid_bid,last_valid_ask,last_valid_quote_min,data_invalid,leg_liq_loss_usd,spx_adverse_pts,pnl_usd,notes
2026-09-01 --:--,backtest,full,2026-09-01,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,banner,R8.2,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,session start | CONFIG_HASH=80c3a41026c8… | mode=backtest tier=full
2026-09-01 --:--,backtest,full,2026-09-01,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,banner,R2.3,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,levels valid | VT=7700.0 CW=7800.0 IM=—
2026-09-01 09:30,backtest,full,2026-09-01,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,outage,R10,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPY missing — context reads degrade to CHOP (degraded_vwap)
2026-09-01 09:30,backtest,full,2026-09-01,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=False
2026-09-01 09:45,backtest,full,2026-09-01,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=True
2026-09-01 09:46,backtest,full,2026-09-01,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=False
2026-09-01 10:12,backtest,full,2026-09-01,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,late_no_entry,R6.3,B,,,,,,1.671762478,7.164696334285715,,,,1.637135793,,,,DEGRADED_VWAP,,,,,,,,,612,,,,,,,1,,,,,,,,,,,,,,,,,,,LATE — NO ENTRY
2026-09-01 10:12,backtest,full,2026-09-01,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,skip,R6.4,B,,,,,,1.671762478,7.164696334285715,1.1090742230000001,0.5626882550000001,0.7043346022508348,1.637135793,3.0600000000004,9.319999999999709,,DEGRADED_VWAP,,,,,,,,,612,,,,,,,1,,,,,,,,,,,,,,,,,,,skip: short blocked: vt_broken (R4)
2026-09-01 10:18,backtest,full,2026-09-01,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,late_no_entry,R6.3,B,,,,,,2.6257303370000002,7.877191011000001,,,,2.2990996,,,,DEGRADED_VWAP,,,,,,,,,618,,,,,,,2,,,,,,,,,,,,,,,,,,,LATE — NO ENTRY
2026-09-01 10:18,backtest,full,2026-09-01,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,skip,R6.4,B,,,,,,2.6257303370000002,7.877191011000001,1.79050632,0.8352240170000002,0.7419423409739123,2.2990996,3.5600000000004,14.61999999999989,,DEGRADED_VWAP,,,,,,,,,618,,,,,,,2,,,,,,,,,,,,,,,,,,,skip: short blocked: vt_broken (R4)
